,Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,manufacturing_price,sale_price,gross_sales,sales,cogs,profit,discounts,sales_price
612,government,Mexico, Carretera , High ,2579.0, $3.00 , $20.00 ," $51,580.00 "," $7,221.20 "," $44,358.80 "," $25,790.00 "," $18,568.80 ",01/04/2014,4, April ,2014,3.0,20.00 ,51580.0,44358.8,25790.0,18568.80 ,7221.2,20.0
613,government,United States of America, Carretera , High ,1743.0, $3.00 , $20.00 ," $34,860.00 "," $4,880.40 "," $29,979.60 "," $17,430.00 "," $12,549.60 ",01/05/2014,5, May ,2014,3.0,20.00 ,34860.0,29979.6,17430.0,12549.60 ,4880.4,20.0
614,government,United States of America, Carretera , High ,2996.0, $3.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",01/10/2013,10, October ,2013,3.0,7.00 ,20972.0,18035.92,14980.0,3055.92 ,2936.08,7.0
615,government,Germany, Carretera , High ,280.0, $3.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 "," $1,400.00 ", $285.60 ,01/12/2014,12, December ,2014,3.0,7.00 ,1960.0,1685.6,1400.0,285.60 ,274.4,7.0
616,government,France, Montana , High ,293.0, $5.00 , $7.00 ," $2,051.00 ", $287.14 ," $1,763.86 "," $1,465.00 ", $298.86 ,01/02/2014,2, February ,2014,5.0,7.00 ,2051.0,1763.86,1465.0,298.86 ,287.14,7.0
617,government,United States of America, Montana , High ,2996.0, $5.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",01/10/2013,10, October ,2013,5.0,7.00 ,20972.0,18035.92,14980.0,3055.92 ,2936.08,7.0
618,midmarket,Germany, Paseo , High ,278.0, $10.00 , $15.00 ," $4,170.00 ", $583.80 ," $3,586.20 "," $2,780.00 ", $806.20 ,01/02/2014,2, February ,2014,10.0,15.00 ,4170.0,3586.2,2780.0,806.20 ,583.8,15.0
619,government,Canada, Paseo , High ,2428.0, $10.00 , $20.00 ," $48,560.00 "," $6,798.40 "," $41,761.60 "," $24,280.00 "," $17,481.60 ",01/03/2014,3, March ,2014,10.0,20.00 ,48560.0,41761.6,24280.0,17481.60 ,6798.4,20.0
620,midmarket,United States of America, Paseo , High ,1767.0, $10.00 , $15.00 ," $26,505.00 "," $3,710.70 "," $22,794.30 "," $17,670.00 "," $5,124.30 ",01/09/2014,9, September ,2014,10.0,15.00 ,26505.0,22794.3,17670.0,5124.30 ,3710.7,15.0
621,channel partners,France, Paseo , High ,1393.0, $10.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 "," $4,179.00 "," $10,196.76 ",01/10/2014,10, October ,2014,10.0,12.00 ,16716.0,14375.76,4179.0,10196.76 ,2340.24,12.0
622,government,Germany, VTT , High ,280.0, $250.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 "," $1,400.00 ", $285.60 ,01/12/2014,12, December ,2014,250.0,7.00 ,1960.0,1685.6,1400.0,285.60 ,274.4,7.0
623,channel partners,France, Amarilla , High ,1393.0, $260.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 "," $4,179.00 "," $10,196.76 ",01/10/2014,10, October ,2014,260.0,12.00 ,16716.0,14375.76,4179.0,10196.76 ,2340.24,12.0
624,channel partners,United States of America, Amarilla , High ,2015.0, $260.00 , $12.00 ," $24,180.00 "," $3,385.20 "," $20,794.80 "," $6,045.00 "," $14,749.80 ",01/12/2013,12, December ,2013,260.0,12.00 ,24180.0,20794.8,6045.0,14749.80 ,3385.2,12.0
625,small business,Mexico, Carretera , High ,801.0, $3.00 , $300.00 ," $240,300.00 "," $33,642.00 "," $206,658.00 "," $200,250.00 "," $6,408.00 ",01/07/2014,7, July ,2014,3.0,300.00 ,240300.0,206658.0,200250.0,6408.00 ,33642.0,300.0
626,enterprise,France, Carretera , High ,1023.0, $3.00 , $125.00 ," $127,875.00 "," $17,902.50 "," $109,972.50 "," $122,760.00 "," $(12,787.50)",01/09/2013,9, September ,2013,3.0,125.00 ,127875.0,109972.5,122760.0,(12787.50),17902.5,125.0
627,small business,Canada, Carretera , High ,1496.0, $3.00 , $300.00 ," $448,800.00 "," $62,832.00 "," $385,968.00 "," $374,000.00 "," $11,968.00 ",01/10/2014,10, October ,2014,3.0,300.00 ,448800.0,385968.0,374000.0,11968.00 ,62832.0,300.0
628,small business,United States of America, Carretera , High ,1010.0, $3.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 "," $252,500.00 "," $8,080.00 ",01/10/2014,10, October ,2014,3.0,300.00 ,303000.0,260580.0,252500.0,8080.00 ,42420.0,300.0
629,midmarket,Germany, Carretera , High ,1513.0, $3.00 , $15.00 ," $22,695.00 "," $3,177.30 "," $19,517.70 "," $15,130.00 "," $4,387.70 ",01/11/2014,11, November ,2014,3.0,15.00 ,22695.0,19517.7,15130.0,4387.70 ,3177.3,15.0
630,midmarket,Canada, Carretera , High ,2300.0, $3.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $23,000.00 "," $6,670.00 ",01/12/2014,12, December ,2014,3.0,15.00 ,34500.0,29670.0,23000.0,6670.00 ,4830.0,15.0
631,enterprise,Mexico, Carretera , High ,2821.0, $3.00 , $125.00 ," $352,625.00 "," $49,367.50 "," $303,257.50 "," $338,520.00 "," $(35,262.50)",01/12/2013,12, December ,2013,3.0,125.00 ,352625.0,303257.5,338520.0,(35262.50),49367.5,125.0
632,government,Canada, Montana , High ,2227.5, $5.00 , $350.00 ," $779,625.00 "," $109,147.50 "," $670,477.50 "," $579,150.00 "," $91,327.50 ",01/01/2014,1, January ,2014,5.0,350.00 ,779625.0,670477.5,579150.0,91327.50 ,109147.5,350.0
633,government,Germany, Montana , High ,1199.0, $5.00 , $350.00 ," $419,650.00 "," $58,751.00 "," $360,899.00 "," $311,740.00 "," $49,159.00 ",01/04/2014,4, April ,2014,5.0,350.00 ,419650.0,360899.0,311740.0,49159.00 ,58751.0,350.0
634,government,Canada, Montana , High ,200.0, $5.00 , $350.00 ," $70,000.00 "," $9,800.00 "," $60,200.00 "," $52,000.00 "," $8,200.00 ",01/05/2014,5, May ,2014,5.0,350.00 ,70000.0,60200.0,52000.0,8200.00 ,9800.0,350.0
635,government,Canada, Montana , High ,388.0, $5.00 , $7.00 ," $2,716.00 ", $380.24 ," $2,335.76 "," $1,940.00 ", $395.76 ,01/09/2014,9, September ,2014,5.0,7.00 ,2716.0,2335.76,1940.0,395.76 ,380.24,7.0
636,government,Mexico, Montana , High ,1727.0, $5.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",01/10/2013,10, October ,2013,5.0,7.00 ,12089.0,10396.54,8635.0,1761.54 ,1692.46,7.0
637,midmarket,Canada, Montana , High ,2300.0, $5.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $23,000.00 "," $6,670.00 ",01/12/2014,12, December ,2014,5.0,15.00 ,34500.0,29670.0,23000.0,6670.00 ,4830.0,15.0
638,government,Mexico, Paseo , High ,260.0, $10.00 , $20.00 ," $5,200.00 ", $728.00 ," $4,472.00 "," $2,600.00 "," $1,872.00 ",01/02/2014,2, February ,2014,10.0,20.00 ,5200.0,4472.0,2600.0,1872.00 ,728.0,20.0
639,midmarket,Canada, Paseo , High ,2470.0, $10.00 , $15.00 ," $37,050.00 "," $5,187.00 "," $31,863.00 "," $24,700.00 "," $7,163.00 ",01/09/2013,9, September ,2013,10.0,15.00 ,37050.0,31863.0,24700.0,7163.00 ,5187.0,15.0
640,midmarket,Canada, Paseo , High ,1743.0, $10.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",01/10/2013,10, October ,2013,10.0,15.00 ,26145.0,22484.7,17430.0,5054.70 ,3660.3,15.0
641,channel partners,United States of America, Paseo , High ,2914.0, $10.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $8,742.00 "," $21,330.48 ",01/10/2014,10, October ,2014,10.0,12.00 ,34968.0,30072.48,8742.0,21330.48 ,4895.52,12.0
642,government,France, Paseo , High ,1731.0, $10.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 "," $8,655.00 "," $1,765.62 ",01/10/2014,10, October ,2014,10.0,7.00 ,12117.0,10420.62,8655.0,1765.62 ,1696.38,7.0
643,government,Canada, Paseo , High ,700.0, $10.00 , $350.00 ," $245,000.00 "," $34,300.00 "," $210,700.00 "," $182,000.00 "," $28,700.00 ",01/11/2014,11, November ,2014,10.0,350.00 ,245000.0,210700.0,182000.0,28700.00 ,34300.0,350.0
644,channel partners,Canada, Paseo , High ,2222.0, $10.00 , $12.00 ," $26,664.00 "," $3,732.96 "," $22,931.04 "," $6,666.00 "," $16,265.04 ",01/11/2013,11, November ,2013,10.0,12.00 ,26664.0,22931.04,6666.0,16265.04 ,3732.96,12.0
645,government,United States of America, Paseo , High ,1177.0, $10.00 , $350.00 ," $411,950.00 "," $57,673.00 "," $354,277.00 "," $306,020.00 "," $48,257.00 ",01/11/2014,11, November ,2014,10.0,350.00 ,411950.0,354277.0,306020.0,48257.00 ,57673.0,350.0
646,government,France, Paseo , High ,1922.0, $10.00 , $350.00 ," $672,700.00 "," $94,178.00 "," $578,522.00 "," $499,720.00 "," $78,802.00 ",01/11/2013,11, November ,2013,10.0,350.00 ,672700.0,578522.0,499720.0,78802.00 ,94178.0,350.0
647,enterprise,Mexico, Velo , High ,1575.0, $120.00 , $125.00 ," $196,875.00 "," $27,562.50 "," $169,312.50 "," $189,000.00 "," $(19,687.50)",01/02/2014,2, February ,2014,120.0,125.00 ,196875.0,169312.5,189000.0,(19687.50),27562.5,125.0
648,government,United States of America, Velo , High ,606.0, $120.00 , $20.00 ," $12,120.00 "," $1,696.80 "," $10,423.20 "," $6,060.00 "," $4,363.20 ",01/04/2014,4, April ,2014,120.0,20.00 ,12120.0,10423.2,6060.0,4363.20 ,1696.8,20.0
649,small business,United States of America, Velo , High ,2460.0, $120.00 , $300.00 ," $738,000.00 "," $103,320.00 "," $634,680.00 "," $615,000.00 "," $19,680.00 ",01/07/2014,7, July ,2014,120.0,300.00 ,738000.0,634680.0,615000.0,19680.00 ,103320.0,300.0
650,small business,Canada, Velo , High ,269.0, $120.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",01/10/2013,10, October ,2013,120.0,300.00 ,80700.0,69402.0,67250.0,2152.00 ,11298.0,300.0
651,small business,Germany, Velo , High ,2536.0, $120.00 , $300.00 ," $760,800.00 "," $106,512.00 "," $654,288.00 "," $634,000.00 "," $20,288.00 ",01/11/2013,11, November ,2013,120.0,300.00 ,760800.0,654288.0,634000.0,20288.00 ,106512.0,300.0
652,government,Mexico, VTT , High ,2903.0, $250.00 , $7.00 ," $20,321.00 "," $2,844.94 "," $17,476.06 "," $14,515.00 "," $2,961.06 ",01/03/2014,3, March ,2014,250.0,7.00 ,20321.0,17476.06,14515.0,2961.06 ,2844.94,7.0
653,small business,United States of America, VTT , High ,2541.0, $250.00 , $300.00 ," $762,300.00 "," $106,722.00 "," $655,578.00 "," $635,250.00 "," $20,328.00 ",01/08/2014,8, August ,2014,250.0,300.00 ,762300.0,655578.0,635250.0,20328.00 ,106722.0,300.0
654,small business,Canada, VTT , High ,269.0, $250.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",01/10/2013,10, October ,2013,250.0,300.00 ,80700.0,69402.0,67250.0,2152.00 ,11298.0,300.0
655,small business,Canada, VTT , High ,1496.0, $250.00 , $300.00 ," $448,800.00 "," $62,832.00 "," $385,968.00 "," $374,000.00 "," $11,968.00 ",01/10/2014,10, October ,2014,250.0,300.00 ,448800.0,385968.0,374000.0,11968.00 ,62832.0,300.0
656,small business,United States of America, VTT , High ,1010.0, $250.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 "," $252,500.00 "," $8,080.00 ",01/10/2014,10, October ,2014,250.0,300.00 ,303000.0,260580.0,252500.0,8080.00 ,42420.0,300.0
657,government,France, VTT , High ,1281.0, $250.00 , $350.00 ," $448,350.00 "," $62,769.00 "," $385,581.00 "," $333,060.00 "," $52,521.00 ",01/12/2013,12, December ,2013,250.0,350.00 ,448350.0,385581.0,333060.0,52521.00 ,62769.0,350.0
658,small business,Canada, Amarilla , High ,888.0, $260.00 , $300.00 ," $266,400.00 "," $37,296.00 "," $229,104.00 "," $222,000.00 "," $7,104.00 ",01/03/2014,3, March ,2014,260.0,300.00 ,266400.0,229104.0,222000.0,7104.00 ,37296.0,300.0
659,enterprise,United States of America, Amarilla , High ,2844.0, $260.00 , $125.00 ," $355,500.00 "," $49,770.00 "," $305,730.00 "," $341,280.00 "," $(35,550.00)",01/05/2014,5, May ,2014,260.0,125.00 ,355500.0,305730.0,341280.0,(35550.00),49770.0,125.0
660,channel partners,France, Amarilla , High ,2475.0, $260.00 , $12.00 ," $29,700.00 "," $4,158.00 "," $25,542.00 "," $7,425.00 "," $18,117.00 ",01/08/2014,8, August ,2014,260.0,12.00 ,29700.0,25542.0,7425.0,18117.00 ,4158.0,12.0
661,midmarket,Canada, Amarilla , High ,1743.0, $260.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",01/10/2013,10, October ,2013,260.0,15.00 ,26145.0,22484.7,17430.0,5054.70 ,3660.3,15.0
662,channel partners,United States of America, Amarilla , High ,2914.0, $260.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $8,742.00 "," $21,330.48 ",01/10/2014,10, October ,2014,260.0,12.00 ,34968.0,30072.48,8742.0,21330.48 ,4895.52,12.0
663,government,France, Amarilla , High ,1731.0, $260.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 "," $8,655.00 "," $1,765.62 ",01/10/2014,10, October ,2014,260.0,7.00 ,12117.0,10420.62,8655.0,1765.62 ,1696.38,7.0
664,government,Mexico, Amarilla , High ,1727.0, $260.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",01/10/2013,10, October ,2013,260.0,7.00 ,12089.0,10396.54,8635.0,1761.54 ,1692.46,7.0
665,midmarket,Mexico, Amarilla , High ,1870.0, $260.00 , $15.00 ," $28,050.00 "," $3,927.00 "," $24,123.00 "," $18,700.00 "," $5,423.00 ",01/11/2013,11, November ,2013,260.0,15.00 ,28050.0,24123.0,18700.0,5423.00 ,3927.0,15.0
666,enterprise,France, Carretera , High ,1174.0, $3.00 , $125.00 ," $146,750.00 "," $22,012.50 "," $124,737.50 "," $140,880.00 "," $(16,142.50)",01/08/2014,8, August ,2014,3.0,125.00 ,146750.0,124737.5,140880.0,(16142.50),22012.5,125.0
667,enterprise,Germany, Carretera , High ,2767.0, $3.00 , $125.00 ," $345,875.00 "," $51,881.25 "," $293,993.75 "," $332,040.00 "," $(38,046.25)",01/08/2014,8, August ,2014,3.0,125.00 ,345875.0,293993.75,332040.0,(38046.25),51881.25,125.0
668,enterprise,Germany, Carretera , High ,1085.0, $3.00 , $125.00 ," $135,625.00 "," $20,343.75 "," $115,281.25 "," $130,200.00 "," $(14,918.75)",01/10/2014,10, October ,2014,3.0,125.00 ,135625.0,115281.25,130200.0,(14918.75),20343.75,125.0
669,small business,Mexico, Montana , High ,546.0, $5.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 "," $136,500.00 "," $2,730.00 ",01/10/2014,10, October ,2014,5.0,300.00 ,163800.0,139230.0,136500.0,2730.00 ,24570.0,300.0
670,government,Germany, Paseo , High ,1158.0, $10.00 , $20.00 ," $23,160.00 "," $3,474.00 "," $19,686.00 "," $11,580.00 "," $8,106.00 ",01/03/2014,3, March ,2014,10.0,20.00 ,23160.0,19686.0,11580.0,8106.00 ,3474.0,20.0
671,midmarket,Canada, Paseo , High ,1614.0, $10.00 , $15.00 ," $24,210.00 "," $3,631.50 "," $20,578.50 "," $16,140.00 "," $4,438.50 ",01/04/2014,4, April ,2014,10.0,15.00 ,24210.0,20578.5,16140.0,4438.50 ,3631.5,15.0
672,government,Mexico, Paseo , High ,2535.0, $10.00 , $7.00 ," $17,745.00 "," $2,661.75 "," $15,083.25 "," $12,675.00 "," $2,408.25 ",01/04/2014,4, April ,2014,10.0,7.00 ,17745.0,15083.25,12675.0,2408.25 ,2661.75,7.0
673,government,Mexico, Paseo , High ,2851.0, $10.00 , $350.00 ," $997,850.00 "," $149,677.50 "," $848,172.50 "," $741,260.00 "," $106,912.50 ",01/05/2014,5, May ,2014,10.0,350.00 ,997850.0,848172.5,741260.0,106912.50 ,149677.5,350.0
674,midmarket,Canada, Paseo , High ,2559.0, $10.00 , $15.00 ," $38,385.00 "," $5,757.75 "," $32,627.25 "," $25,590.00 "," $7,037.25 ",01/08/2014,8, August ,2014,10.0,15.00 ,38385.0,32627.25,25590.0,7037.25 ,5757.75,15.0
675,government,United States of America, Paseo , High ,267.0, $10.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $2,670.00 "," $1,869.00 ",01/10/2013,10, October ,2013,10.0,20.00 ,5340.0,4539.0,2670.0,1869.00 ,801.0,20.0
676,enterprise,Germany, Paseo , High ,1085.0, $10.00 , $125.00 ," $135,625.00 "," $20,343.75 "," $115,281.25 "," $130,200.00 "," $(14,918.75)",01/10/2014,10, October ,2014,10.0,125.00 ,135625.0,115281.25,130200.0,(14918.75),20343.75,125.0
677,midmarket,Germany, Paseo , High ,1175.0, $10.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 "," $11,750.00 "," $3,231.25 ",01/10/2014,10, October ,2014,10.0,15.00 ,17625.0,14981.25,11750.0,3231.25 ,2643.75,15.0
678,government,United States of America, Paseo , High ,2007.0, $10.00 , $350.00 ," $702,450.00 "," $105,367.50 "," $597,082.50 "," $521,820.00 "," $75,262.50 ",01/11/2013,11, November ,2013,10.0,350.00 ,702450.0,597082.5,521820.0,75262.50 ,105367.5,350.0
679,government,Mexico, Paseo , High ,2151.0, $10.00 , $350.00 ," $752,850.00 "," $112,927.50 "," $639,922.50 "," $559,260.00 "," $80,662.50 ",01/11/2013,11, November ,2013,10.0,350.00 ,752850.0,639922.5,559260.0,80662.50 ,112927.5,350.0
680,channel partners,United States of America, Paseo , High ,914.0, $10.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $2,742.00 "," $6,580.80 ",01/12/2014,12, December ,2014,10.0,12.00 ,10968.0,9322.8,2742.0,6580.80 ,1645.2,12.0
681,government,France, Paseo , High ,293.0, $10.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 "," $2,930.00 "," $2,051.00 ",01/12/2014,12, December ,2014,10.0,20.00 ,5860.0,4981.0,2930.0,2051.00 ,879.0,20.0
682,channel partners,Mexico, Velo , High ,500.0, $120.00 , $12.00 ," $6,000.00 ", $900.00 ," $5,100.00 "," $1,500.00 "," $3,600.00 ",01/03/2014,3, March ,2014,120.0,12.00 ,6000.0,5100.0,1500.0,3600.00 ,900.0,12.0
683,midmarket,France, Velo , High ,2826.0, $120.00 , $15.00 ," $42,390.00 "," $6,358.50 "," $36,031.50 "," $28,260.00 "," $7,771.50 ",01/05/2014,5, May ,2014,120.0,15.00 ,42390.0,36031.5,28260.0,7771.50 ,6358.5,15.0
684,enterprise,France, Velo , High ,663.0, $120.00 , $125.00 ," $82,875.00 "," $12,431.25 "," $70,443.75 "," $79,560.00 "," $(9,116.25)",01/09/2014,9, September ,2014,120.0,125.00 ,82875.0,70443.75,79560.0,(9116.25),12431.25,125.0
685,small business,United States of America, Velo , High ,2574.0, $120.00 , $300.00 ," $772,200.00 "," $115,830.00 "," $656,370.00 "," $643,500.00 "," $12,870.00 ",01/11/2013,11, November ,2013,120.0,300.00 ,772200.0,656370.0,643500.0,12870.00 ,115830.0,300.0
686,enterprise,United States of America, Velo , High ,2438.0, $120.00 , $125.00 ," $304,750.00 "," $45,712.50 "," $259,037.50 "," $292,560.00 "," $(33,522.50)",01/12/2013,12, December ,2013,120.0,125.00 ,304750.0,259037.5,292560.0,(33522.50),45712.5,125.0
687,channel partners,United States of America, Velo , High ,914.0, $120.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $2,742.00 "," $6,580.80 ",01/12/2014,12, December ,2014,120.0,12.00 ,10968.0,9322.8,2742.0,6580.80 ,1645.2,12.0
688,government,Canada, VTT , High ,865.5, $250.00 , $20.00 ," $17,310.00 "," $2,596.50 "," $14,713.50 "," $8,655.00 "," $6,058.50 ",01/07/2014,7, July ,2014,250.0,20.00 ,17310.0,14713.5,8655.0,6058.50 ,2596.5,20.0
689,midmarket,Germany, VTT , High ,492.0, $250.00 , $15.00 ," $7,380.00 "," $1,107.00 "," $6,273.00 "," $4,920.00 "," $1,353.00 ",01/07/2014,7, July ,2014,250.0,15.00 ,7380.0,6273.0,4920.0,1353.00 ,1107.0,15.0
690,government,United States of America, VTT , High ,267.0, $250.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $2,670.00 "," $1,869.00 ",01/10/2013,10, October ,2013,250.0,20.00 ,5340.0,4539.0,2670.0,1869.00 ,801.0,20.0
691,midmarket,Germany, VTT , High ,1175.0, $250.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 "," $11,750.00 "," $3,231.25 ",01/10/2014,10, October ,2014,250.0,15.00 ,17625.0,14981.25,11750.0,3231.25 ,2643.75,15.0
692,enterprise,Canada, VTT , High ,2954.0, $250.00 , $125.00 ," $369,250.00 "," $55,387.50 "," $313,862.50 "," $354,480.00 "," $(40,617.50)",01/11/2013,11, November ,2013,250.0,125.00 ,369250.0,313862.5,354480.0,(40617.50),55387.5,125.0
693,enterprise,Germany, VTT , High ,552.0, $250.00 , $125.00 ," $69,000.00 "," $10,350.00 "," $58,650.00 "," $66,240.00 "," $(7,590.00)",01/11/2014,11, November ,2014,250.0,125.00 ,69000.0,58650.0,66240.0,(7590.00),10350.0,125.0
694,government,France, VTT , High ,293.0, $250.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 "," $2,930.00 "," $2,051.00 ",01/12/2014,12, December ,2014,250.0,20.00 ,5860.0,4981.0,2930.0,2051.00 ,879.0,20.0
695,small business,France, Amarilla , High ,2475.0, $260.00 , $300.00 ," $742,500.00 "," $111,375.00 "," $631,125.00 "," $618,750.00 "," $12,375.00 ",01/03/2014,3, March ,2014,260.0,300.00 ,742500.0,631125.0,618750.0,12375.00 ,111375.0,300.0
696,small business,Mexico, Amarilla , High ,546.0, $260.00 , $300.00 ," $163,800.00 "," $24,570.00 "," $139,230.00 "," $136,500.00 "," $2,730.00 ",01/10/2014,10, October ,2014,260.0,300.00 ,163800.0,139230.0,136500.0,2730.00 ,24570.0,300.0
697,government,Mexico, Montana , High ,1368.0, $5.00 , $7.00 ," $9,576.00 "," $1,436.40 "," $8,139.60 "," $6,840.00 "," $1,299.60 ",01/02/2014,2, February ,2014,5.0,7.00 ,9576.0,8139.6,6840.0,1299.60 ,1436.4,7.0
698,government,Canada, Paseo , High ,723.0, $10.00 , $7.00 ," $5,061.00 ", $759.15 ," $4,301.85 "," $3,615.00 ", $686.85 ,01/04/2014,4, April ,2014,10.0,7.00 ,5061.0,4301.85,3615.0,686.85 ,759.15,7.0
699,channel partners,United States of America, VTT , High ,1806.0, $250.00 , $12.00 ," $21,672.00 "," $3,250.80 "," $18,421.20 "," $5,418.00 "," $13,003.20 ",01/05/2014,5, May ,2014,250.0,12.00 ,21672.0,18421.2,5418.0,13003.20 ,3250.8,12.0
